ID;Dossier von;Dossier bis;Produkt
id04217;2021-10;2021-12;Sozialhilfeleistung
id04475;2022-01;2022-03;Sozialhilfeleistung
id01417;2021-07;2021-10;Sozialhilfeleistung
id01417;2021-10;2021-12;Sozialhilfeleistung
id04190;2022-01;;Sozialhilfeleistung
id00231;2022-01;2022-05;Sozialhilfeleistung
id00604;2022-01;2022-02;Sozialhilfeleistung
id02895;2022-01;2022-03;Sozialhilfeleistung
id03634;2021-07;2021-07;Sozialhilfeleistung
id01197;2022-01;2022-02;Sozialhilfeleistung
id01469;2022-01;2022-04;Sozialhilfeleistung
id02560;2021-08;2021-12;Sozialhilfeleistung
id04040;2021-08;2021-09;Sozialhilfeleistung
id03316;2022-01;;Sozialhilfeleistung
id04552;2021-09;2021-12;Sozialhilfeleistung
id02374;2021-09;2021-12;Sozialhilfeleistung
id02611;2022-01;;Sozialhilfeleistung
id02134;2022-01;2022-06;Sozialhilfeleistung
id02800;2021-09;2021-09;Sozialhilfeleistung
id02019;2021-09;2021-12;Sozialhilfeleistung
id00704;2021-09;2021-12;Sozialhilfeleistung
id03396;2021-09;2021-12;Sozialhilfeleistung
id03396;2022-01;;Sozialhilfeleistung
id02522;2021-11;2021-12;Sozialhilfeleistung
id00015;2021-10;2021-12;Sozialhilfeleistung
id03592;2021-09;2021-11;Sozialhilfeleistung
id03220;2022-01;;Sozialhilfeleistung
id04500;2021-10;2021-12;Sozialhilfeleistung
id04500;2022-01;;Sozialhilfeleistung
id00830;2021-10;2021-12;Sozialhilfeleistung
id00337;2022-01;2022-02;Sozialhilfeleistung
id00337;2022-02;;Sozialhilfeleistung
id03877;2022-01;2022-01;Sozialhilfeleistung
id03267;2021-11;2021-12;Sozialhilfeleistung
id01520;2022-01;;Sozialhilfeleistung
id04401;2022-01;2022-02;Sozialhilfeleistung
id04401;2022-02;;Sozialhilfeleistung
id03632;2022-02;;Sozialhilfeleistung
id01929;2021-11;2022-06;Sozialhilfeleistung
id00822;2022-01;2022-02;Sozialhilfeleistung
id03414;2021-10;2021-12;Sozialhilfeleistung
id01878;2022-01;2022-02;Sozialhilfeleistung
id01878;2022-02;;Sozialhilfeleistung
id02226;2021-11;2021-12;Sozialhilfeleistung
id01842;2021-10;2021-12;Sozialhilfeleistung
id01842;2022-01;;Rückerstattung
id04229;2021-11;2021-12;Sozialhilfeleistung
id04229;2022-01;2022-02;Sozialhilfeleistung
id03007;2021-11;2021-12;Sozialhilfeleistung
id03007;2022-01;2022-07;Sozialhilfeleistung
id01307;2022-03;;Sozialhilfeleistung
id01360;2022-01;2022-02;Sozialhilfeleistung
id02460;2022-01;2022-03;Sozialhilfeleistung
id03577;2021-11;2021-12;Sozialhilfeleistung
id04437;2022-01;2022-03;Sozialhilfeleistung
id00835;2021-11;2021-12;Sozialhilfeleistung
id03413;2021-11;2021-12;Sozialhilfeleistung
id03413;2022-03;;Sozialhilfeleistung
id03872;2021-12;2021-12;Sozialhilfeleistung
id00978;2021-12;2021-12;Sozialhilfeleistung
id00724;2021-12;2021-12;Sozialhilfeleistung
id00560;2022-02;;Sozialhilfeleistung
id02821;2022-01;2022-07;Sozialhilfeleistung
id02035;2022-01;;Sozialhilfeleistung
id00257;2022-01;;Sozialhilfeleistung
id03559;2022-01;;Sozialhilfeleistung
id01292;2022-01;;Sozialhilfeleistung
id03065;2022-01;;Sozialhilfeleistung
id00674;2022-02;;Sozialhilfeleistung
id00531;2022-02;;Sozialhilfeleistung
id01819;2022-02;2022-08;Sozialhilfeleistung
id04002;2022-02;2022-09;Sozialhilfeleistung
id03747;2022-02;;Sozialhilfeleistung
id01965;2022-03;;Sozialhilfeleistung
id02671;2022-02;;Sozialhilfeleistung
id04238;2022-03;;Sozialhilfeleistung
id03236;2022-03;;Sozialhilfeleistung
id02434;2020-02;2020-05;Sozialhilfeleistung
id03354;2020-02;2020-02;Rückerstattung
id04847;2017-08;2019-06;Sozialhilfeleistung
id03543;2016-09;2016-11;Sozialhilfeleistung
id01540;2014-04;2019-06;Rückerstattung
id00540;2020-05;2021-10;Sozialhilfeleistung
id02585;2016-11;2020-01;Sozialhilfeleistung
id02585;2020-01;2021-04;Sozialhilfeleistung
id02941;2016-02;2017-11;Sozialhilfeleistung
id02941;2019-07;2021-12;Sozialhilfeleistung
id04046;2015-02;2016-12;Sozialhilfeleistung
id03045;2016-01;2017-06;Sozialhilfeleistung
id00478;2018-01;2019-06;Sozialhilfeleistung
id00478;2022-01;;Sozialhilfeleistung
id01662;2016-10;2017-08;Sozialhilfeleistung
id04345;2014-01;2020-04;Sozialhilfeleistung
id00022;2016-02;2016-05;Sozialhilfeleistung
id00022;2018-06;2019-06;Sozialhilfeleistung
id00291;2019-09;2020-03;Sozialhilfeleistung
id01596;2016-03;2017-07;Sozialhilfeleistung
id01596;2022-01;;Sozialhilfeleistung
id02203;2016-02;2016-02;Sozialhilfeleistung
id02203;2016-05;2016-08;Sozialhilfeleistung
id03180;2019-10;2020-06;Sozialhilfeleistung
id03180;2020-07;2021-06;Sozialhilfeleistung
id03963;2013-03;2016-02;Sozialhilfeleistung
id03963;2016-03;2019-06;Sozialhilfeleistung
id04127;2017-10;2019-06;Sozialhilfeleistung
id04127;2019-07;2021-03;Sozialhilfeleistung
id04127;2021-04;2021-12;Rückerstattung
id04243;2019-07;2021-11;Sozialhilfeleistung
id00367;2018-10;2019-07;Sozialhilfeleistung
id01196;2020-02;2021-12;Rückerstattung
id02410;2016-02;2017-11;Sozialhilfeleistung
id02410;2018-10;2019-12;Sozialhilfeleistung
id01556;2015-01;2016-02;Sozialhilfeleistung
id01402;2021-08;2021-12;Sozialhilfeleistung
id01657;2018-06;2021-11;Sozialhilfeleistung
id01509;2014-11;2017-04;Sozialhilfeleistung
id03714;2018-02;2019-06;Sozialhilfeleistung
id00431;2018-01;2021-12;Sozialhilfeleistung
id03685;2016-02;2017-11;Sozialhilfeleistung
id03685;2018-10;2019-06;Sozialhilfeleistung
id03685;2019-07;2021-12;Sozialhilfeleistung
id03685;2022-01;2022-02;Sozialhilfeleistung
id03472;2013-12;2016-01;Sozialhilfeleistung
id03472;2020-01;2020-05;Sozialhilfeleistung
id03472;2020-05;2021-12;Sozialhilfeleistung
id01372;2018-05;2018-07;Sozialhilfeleistung
id03113;2016-07;2017-05;Sozialhilfeleistung
id04246;2016-03;2016-08;Sozialhilfeleistung
id04321;2019-07;2021-02;Sozialhilfeleistung
id04321;2022-01;;Sozialhilfeleistung
id01688;2020-07;2021-12;Sozialhilfeleistung
id01507;2021-05;2021-12;Sozialhilfeleistung
id02602;2020-09;2021-04;Sozialhilfeleistung
id01899;2018-04;2018-05;Rückerstattung
id00745;2022-01;;Sozialhilfeleistung
id00646;2018-01;2020-05;Rückerstattung
id02542;2018-02;2018-06;Sozialhilfeleistung
id04404;2017-07;2018-01;Sozialhilfeleistung
id01788;2019-01;2019-07;Sozialhilfeleistung
id02414;2013-08;2016-05;Sozialhilfeleistung
id02747;2018-04;2019-06;Sozialhilfeleistung
id02747;2019-07;2021-09;Sozialhilfeleistung
id02373;2015-08;2016-02;Sozialhilfeleistung
id02373;2018-01;2018-11;Sozialhilfeleistung
id02603;2019-06;2019-09;Sozialhilfeleistung
id04877;2017-10;2018-02;Sozialhilfeleistung
id03602;2016-11;2017-06;Sozialhilfeleistung
id00626;2020-09;2020-12;Sozialhilfeleistung
id00626;2021-11;2021-12;Sozialhilfeleistung
id04784;2018-01;2018-04;Sozialhilfeleistung
id04784;2021-03;2021-12;Sozialhilfeleistung
id03021;2016-01;2016-08;Sozialhilfeleistung
id04366;2015-08;2018-01;Sozialhilfeleistung
id01789;2014-07;2019-11;Sozialhilfeleistung
id00825;2016-06;2017-09;Sozialhilfeleistung
id03137;2022-01;2022-02;Sozialhilfeleistung
id04737;2017-03;2017-03;Sozialhilfeleistung
id04737;2017-10;2017-12;Sozialhilfeleistung
id04737;2022-01;;Sozialhilfeleistung
id03177;2022-01;;Sozialhilfeleistung
id04534;2019-05;2019-06;Sozialhilfeleistung
id04534;2019-09;2020-08;Sozialhilfeleistung
id02081;2016-10;2017-09;Sozialhilfeleistung
id02081;2017-09;2018-08;Sozialhilfeleistung
id02138;2018-10;2019-11;Sozialhilfeleistung
id04446;2019-05;2019-07;Sozialhilfeleistung
id04446;2019-08;2019-12;Sozialhilfeleistung
id00403;2018-01;2021-12;Sozialhilfeleistung
id01139;2018-10;2021-11;Sozialhilfeleistung
id03884;2016-07;2017-11;Sozialhilfeleistung
id03861;2013-08;2017-06;Sozialhilfeleistung
id04882;2019-09;2021-12;Sozialhilfeleistung
id03386;2016-01;2016-12;Sozialhilfeleistung
id00152;2018-02;2018-05;Sozialhilfeleistung
id02403;2011-12;2018-02;Sozialhilfeleistung
id02403;2018-03;2018-09;Sozialhilfeleistung
id00780;2016-11;2017-08;Sozialhilfeleistung
id01523;2014-02;2017-01;Sozialhilfeleistung
id01523;2020-02;2021-03;Sozialhilfeleistung
id01523;2021-03;2021-11;Sozialhilfeleistung
id01523;2021-11;2021-12;Sozialhilfeleistung
id01523;2022-01;;Sozialhilfeleistung
id03101;2015-08;2016-08;Sozialhilfeleistung
id03101;2017-02;2017-12;Sozialhilfeleistung
id03101;2018-01;2018-03;Sozialhilfeleistung
id02818;2015-12;2019-06;Sozialhilfeleistung
id02818;2019-07;2020-11;Sozialhilfeleistung
id02043;2019-07;2019-09;Sozialhilfeleistung
id02043;2020-01;2020-04;Sozialhilfeleistung
id03188;2015-06;2017-07;Sozialhilfeleistung
id03763;2017-05;2017-09;Sozialhilfeleistung
id04468;2016-03;2016-08;Sozialhilfeleistung
id01483;2018-03;2021-12;Rückerstattung
id03659;2016-01;2016-01;Sozialhilfeleistung
id03659;2016-02;2016-04;Sozialhilfeleistung
id02469;2016-09;2017-12;Sozialhilfeleistung
id02469;2021-03;2021-08;Sozialhilfeleistung
id00225;2020-06;2021-01;Sozialhilfeleistung
id04707;2019-11;2020-09;Sozialhilfeleistung
id03038;2016-06;2017-06;Sozialhilfeleistung
id02061;2014-02;2017-12;Sozialhilfeleistung
id01846;2022-01;;Sozialhilfeleistung
id00101;2014-04;2016-04;Sozialhilfeleistung
id01635;2015-06;2017-09;Sozialhilfeleistung
id00342;2016-02;2017-03;Sozialhilfeleistung
id00342;2018-01;2018-03;Sozialhilfeleistung
id00342;2022-01;;Sozialhilfeleistung
id00813;2014-12;2016-01;Sozialhilfeleistung
id04041;2021-05;2021-12;Sozialhilfeleistung
id04041;2022-01;2022-06;Sozialhilfeleistung
id02918;2016-09;2020-02;Sozialhilfeleistung
id04192;2014-03;2017-07;Sozialhilfeleistung
id01044;2014-02;2018-02;Sozialhilfeleistung
id01044;2020-03;2020-09;Sozialhilfeleistung
id01868;2021-12;2021-12;Sozialhilfeleistung
id01868;2022-01;;Sozialhilfeleistung
id00414;2016-02;2017-05;Sozialhilfeleistung
id00414;2019-02;2019-05;Sozialhilfeleistung
id00414;2019-05;2019-09;Sozialhilfeleistung
id03406;2013-03;2016-01;Sozialhilfeleistung
id03406;2018-06;2019-06;Sozialhilfeleistung
id01362;2021-03;2021-06;Sozialhilfeleistung
id02049;2017-01;2017-12;Sozialhilfeleistung
id02049;2021-05;2021-11;Sozialhilfeleistung
id03828;2015-01;2017-09;Rückerstattung
id01474;2021-05;2021-12;Sozialhilfeleistung
id02465;2018-01;2021-12;Sozialhilfeleistung
id02465;2022-01;;Sozialhilfeleistung
id03008;2021-11;2021-12;Sozialhilfeleistung
id03008;2022-01;;Sozialhilfeleistung
id01791;2016-11;2018-10;Sozialhilfeleistung
id01791;2018-11;2019-12;Sozialhilfeleistung
id01791;2021-02;2021-12;Sozialhilfeleistung
id00371;2017-02;2017-04;Sozialhilfeleistung
id00371;2018-10;2019-05;Sozialhilfeleistung
id02924;2015-12;2019-06;Sozialhilfeleistung
id02924;2022-01;;Sozialhilfeleistung
id02754;2018-11;2019-02;Sozialhilfeleistung
id02754;2019-03;2021-08;Sozialhilfeleistung
id02754;2021-09;2021-12;Sozialhilfeleistung
id02754;2022-01;2022-07;Sozialhilfeleistung
id01106;2017-01;2017-04;Sozialhilfeleistung
id01106;2020-03;2020-06;Sozialhilfeleistung
id02245;2012-04;2021-12;Sozialhilfeleistung
id02107;2015-10;2016-11;Sozialhilfeleistung
id00351;2016-01;2016-03;Sozialhilfeleistung
id00351;2016-04;2017-12;Sozialhilfeleistung
id03333;2014-12;2017-12;Sozialhilfeleistung
id03333;2022-01;;Sozialhilfeleistung
id02501;2013-05;2016-10;Sozialhilfeleistung
id02501;2016-10;2021-09;Sozialhilfeleistung
id02948;2019-07;2021-08;Sozialhilfeleistung
id01131;2013-10;2017-09;Sozialhilfeleistung
id01131;2020-02;2021-03;Sozialhilfeleistung
id02902;2015-08;2021-12;Sozialhilfeleistung
id00275;2017-02;2019-06;Sozialhilfeleistung
id00275;2019-07;2020-03;Sozialhilfeleistung
id02565;2018-01;2019-06;Sozialhilfeleistung
id00790;2019-11;2020-10;Sozialhilfeleistung
id04240;2012-12;2017-07;Sozialhilfeleistung
id00314;2017-10;2019-06;Sozialhilfeleistung
id00787;2022-01;;Sozialhilfeleistung
id01740;2014-02;2021-12;Sozialhilfeleistung
id03609;2016-12;2017-07;Sozialhilfeleistung
id03609;2018-08;2019-03;Sozialhilfeleistung
id01411;2020-07;2021-12;Sozialhilfeleistung
id01411;2022-01;;Sozialhilfeleistung
id03283;2014-07;2018-03;Sozialhilfeleistung
id03283;2020-09;2021-07;Sozialhilfeleistung
id03509;2016-12;2017-03;Sozialhilfeleistung
id04693;2022-01;;Sozialhilfeleistung
id01276;2016-07;2016-10;Sozialhilfeleistung
id01276;2016-10;2020-08;Sozialhilfeleistung
id03631;2018-06;2018-11;Sozialhilfeleistung
id00561;2017-12;2018-02;Sozialhilfeleistung
id00507;2017-07;2017-12;Sozialhilfeleistung
id00507;2021-03;2021-10;Sozialhilfeleistung
id04783;2017-01;2017-02;Sozialhilfeleistung
id04783;2018-06;2019-06;Sozialhilfeleistung
id04783;2019-07;2020-09;Sozialhilfeleistung
id00663;2017-09;2019-06;Sozialhilfeleistung
id00663;2022-01;;Sozialhilfeleistung
id04789;2016-06;2016-09;Sozialhilfeleistung
id04789;2016-09;2021-02;Sozialhilfeleistung
id02113;2022-01;;Sozialhilfeleistung
id01612;2019-07;2021-06;Sozialhilfeleistung
id02109;2014-11;2016-03;Sozialhilfeleistung
id01555;2015-10;2018-09;Sozialhilfeleistung
id02779;2015-04;2018-06;Sozialhilfeleistung
id00502;2015-08;2017-06;Sozialhilfeleistung
id00495;2019-03;2019-04;Sozialhilfeleistung
id02956;2019-05;2021-02;Sozialhilfeleistung
id02956;2021-03;2021-12;Sozialhilfeleistung
id02956;2022-01;2022-01;Sozialhilfeleistung
id01137;2019-01;2021-02;Sozialhilfeleistung
id03049;2022-01;;Rückerstattung
id03810;2020-06;2020-06;Sozialhilfeleistung
id01889;2015-10;2016-07;Sozialhilfeleistung
id01422;2018-02;2018-09;Sozialhilfeleistung
id02832;2015-02;2016-12;Rückerstattung
id03934;2018-01;2018-11;Sozialhilfeleistung
id03934;2020-04;2021-02;Sozialhilfeleistung
id00207;2016-04;2016-07;Sozialhilfeleistung
id01298;2014-04;2016-12;Rückerstattung
id03666;2019-07;2020-06;Sozialhilfeleistung
id01985;2016-07;2016-11;Sozialhilfeleistung
id03248;2017-01;2017-04;Sozialhilfeleistung
id03248;2017-04;2018-05;Sozialhilfeleistung
id03248;2018-05;2019-06;Sozialhilfeleistung
id03718;2016-09;2019-08;Sozialhilfeleistung
id00744;2020-06;2021-12;Sozialhilfeleistung
id02809;2015-08;2016-02;Sozialhilfeleistung
id01642;2015-06;2019-06;Sozialhilfeleistung
id04110;2022-01;;Sozialhilfeleistung
id04878;2022-01;;Rückerstattung
id02228;2019-03;2019-06;Sozialhilfeleistung
id03362;2013-08;2017-04;Sozialhilfeleistung
id02811;2019-02;2019-12;Sozialhilfeleistung
id03422;2018-01;2019-04;Sozialhilfeleistung
id02209;2022-01;;Sozialhilfeleistung
id01777;2016-07;2017-01;Sozialhilfeleistung
id01777;2019-07;2019-09;Sozialhilfeleistung
id01222;2016-06;2018-02;Sozialhilfeleistung
id03562;2015-02;2017-12;Sozialhilfeleistung
id00739;2018-05;2018-05;Sozialhilfeleistung
id04846;2015-02;2017-02;Sozialhilfeleistung
id04768;2015-10;2016-03;Sozialhilfeleistung
id04768;2016-03;2017-07;Sozialhilfeleistung
id04477;2017-04;2017-11;Sozialhilfeleistung
id00629;2017-11;2018-03;Sozialhilfeleistung
id00629;2018-03;2019-03;Sozialhilfeleistung
id00629;2019-06;2019-06;Sozialhilfeleistung
id00396;2015-04;2016-05;Sozialhilfeleistung
id02708;2014-11;2020-04;Sozialhilfeleistung
id04597;2022-01;;Sozialhilfeleistung
id00580;2022-01;;Sozialhilfeleistung
id03309;2020-08;2020-11;Sozialhilfeleistung
id01877;2016-01;2018-01;Sozialhilfeleistung
id01877;2019-05;2020-01;Sozialhilfeleistung
id04424;2015-05;2019-06;Sozialhilfeleistung
id04424;2019-07;2020-06;Sozialhilfeleistung
id04424;2022-01;;Sozialhilfeleistung
id00446;2013-10;2020-06;Sozialhilfeleistung
id00446;2021-08;2021-12;Rückerstattung
id03063;2016-03;2019-06;Sozialhilfeleistung
id03063;2019-07;2021-12;Sozialhilfeleistung
id02378;2016-09;2017-09;Sozialhilfeleistung
id02378;2021-03;2021-12;Sozialhilfeleistung
id01113;2018-01;2018-03;Sozialhilfeleistung
id02201;2014-04;2019-06;Rückerstattung
id02201;2022-01;2022-01;Rückerstattung
id02046;2018-01;2018-09;Sozialhilfeleistung
id03513;2014-03;2016-01;Sozialhilfeleistung
id03513;2019-07;2021-12;Sozialhilfeleistung
id04373;2016-05;2016-08;Sozialhilfeleistung
id03471;2019-07;2021-08;Sozialhilfeleistung
id03471;2021-08;2021-12;Sozialhilfeleistung
id02187;2016-02;2018-05;Sozialhilfeleistung
id02286;2016-02;2016-02;Sozialhilfeleistung
id00661;2019-02;2019-06;Sozialhilfeleistung
id03213;2020-02;2020-05;Sozialhilfeleistung
id02239;2020-12;2021-05;Sozialhilfeleistung
id02239;2021-05;2021-11;Sozialhilfeleistung
id04001;2017-07;2017-09;Sozialhilfeleistung
id04001;2017-09;2019-06;Sozialhilfeleistung
id04001;2022-01;2022-06;Sozialhilfeleistung
id02385;2018-02;2018-06;Sozialhilfeleistung
id02745;2015-09;2016-03;Sozialhilfeleistung
id01146;2016-01;2016-05;Sozialhilfeleistung
id01957;2015-06;2017-07;Sozialhilfeleistung
id01957;2018-02;2018-10;Sozialhilfeleistung
id01957;2020-08;2021-02;Sozialhilfeleistung
id01957;2021-02;2021-12;Sozialhilfeleistung
id01418;2018-05;2019-01;Sozialhilfeleistung
id02181;2018-01;2018-02;Sozialhilfeleistung
id01207;2019-07;2019-10;Sozialhilfeleistung
id04499;2019-07;2020-04;Sozialhilfeleistung
id00405;2017-05;2021-12;Rückerstattung
id04545;2020-04;2021-12;Sozialhilfeleistung
id03276;2015-07;2017-11;Sozialhilfeleistung
id02974;2015-02;2017-09;Sozialhilfeleistung
id02974;2017-11;2017-12;Sozialhilfeleistung
id02974;2018-01;2018-02;Sozialhilfeleistung
id02974;2018-02;2018-02;Sozialhilfeleistung
id04236;2014-10;2016-01;Sozialhilfeleistung
id04236;2019-04;2019-06;Sozialhilfeleistung
id01369;2017-11;2018-04;Sozialhilfeleistung
id01369;2019-02;2019-06;Sozialhilfeleistung
id00112;2016-08;2016-12;Sozialhilfeleistung
id02144;2016-04;2016-08;Sozialhilfeleistung
id02144;2022-01;2022-03;Sozialhilfeleistung
id01776;2018-06;2018-07;Sozialhilfeleistung
id01776;2019-01;2021-08;Sozialhilfeleistung
id00832;2014-01;2016-11;Sozialhilfeleistung
id00832;2020-06;2020-06;Sozialhilfeleistung
id01058;2019-03;2019-07;Sozialhilfeleistung
id01058;2019-12;2019-12;Sozialhilfeleistung
id01058;2020-01;2021-03;Sozialhilfeleistung
id01058;2021-10;2021-12;Sozialhilfeleistung
id01058;2022-01;;Sozialhilfeleistung
id03121;2022-02;2022-09;Sozialhilfeleistung
id02369;2016-02;2017-01;Sozialhilfeleistung
id02094;2019-07;2019-07;Sozialhilfeleistung
id03409;2016-05;2018-03;Sozialhilfeleistung
id02700;2017-09;2017-12;Sozialhilfeleistung
id02700;2019-01;2021-01;Sozialhilfeleistung
id03389;2017-08;2018-05;Sozialhilfeleistung
id02086;2016-08;2016-12;Sozialhilfeleistung
id01393;2014-03;2016-02;Sozialhilfeleistung
id01393;2018-08;2018-08;Rückerstattung
id04848;2014-01;2016-02;Sozialhilfeleistung
id04848;2016-02;2016-08;Sozialhilfeleistung
id04530;2017-12;2018-01;Sozialhilfeleistung
id03337;2013-12;2016-01;Sozialhilfeleistung
id01668;2017-08;2017-09;Sozialhilfeleistung
id01668;2018-01;2018-02;Sozialhilfeleistung
id03400;2015-01;2021-12;Sozialhilfeleistung
id04427;2018-11;2019-01;Sozialhilfeleistung
id02401;2018-01;2021-12;Sozialhilfeleistung
id03965;2020-03;2020-10;Sozialhilfeleistung
id03974;2018-01;2018-05;Sozialhilfeleistung
id02176;2016-02;2017-12;Sozialhilfeleistung
id03195;2021-09;2021-12;Sozialhilfeleistung
id02794;2015-12;2016-03;Sozialhilfeleistung
id02794;2021-11;2021-12;Sozialhilfeleistung
id02075;2016-08;2016-09;Sozialhilfeleistung
id02075;2016-09;2016-11;Sozialhilfeleistung
id00432;2015-04;2016-02;Sozialhilfeleistung
id00432;2016-09;2017-01;Sozialhilfeleistung
id00432;2019-10;2021-12;Sozialhilfeleistung
id00432;2022-01;2022-05;Sozialhilfeleistung
id00421;2016-06;2016-10;Sozialhilfeleistung
id00421;2016-10;2018-10;Sozialhilfeleistung
id00421;2019-12;2020-02;Sozialhilfeleistung
id00421;2020-02;2021-08;Sozialhilfeleistung
id00212;2017-07;2020-04;Sozialhilfeleistung
id03047;2014-11;2016-10;Sozialhilfeleistung
id00738;2014-05;2016-02;Sozialhilfeleistung
id00738;2022-01;2022-02;Sozialhilfeleistung
id00954;2015-02;2016-03;Sozialhilfeleistung
id00954;2018-01;2019-04;Sozialhilfeleistung
id04352;2014-07;2019-06;Sozialhilfeleistung
id00253;2018-01;2019-06;Sozialhilfeleistung
id04015;2016-07;2017-04;Sozialhilfeleistung
id01616;2018-10;2018-12;Sozialhilfeleistung
id04729;2021-06;2021-12;Sozialhilfeleistung
id04318;2014-04;2019-06;Sozialhilfeleistung
id04318;2020-06;2021-12;Sozialhilfeleistung
id04318;2022-01;;Sozialhilfeleistung
id00703;2017-01;2017-05;Sozialhilfeleistung
id04903;2017-01;2017-04;Sozialhilfeleistung
id04145;2019-09;2019-11;Sozialhilfeleistung
id01963;2017-01;2017-04;Sozialhilfeleistung
id01963;2017-04;2019-06;Sozialhilfeleistung
id01963;2021-09;2021-12;Sozialhilfeleistung
id00573;2020-12;2021-04;Sozialhilfeleistung
id00519;2016-03;2017-02;Sozialhilfeleistung
id01090;2017-01;2018-11;Sozialhilfeleistung
id00510;2015-05;2016-03;Sozialhilfeleistung
id03683;2019-03;2019-06;Sozialhilfeleistung
id03683;2022-01;;Sozialhilfeleistung
id00445;2014-05;2016-02;Sozialhilfeleistung
id00053;2016-01;2019-12;Rückerstattung
id03272;2019-07;2020-09;Sozialhilfeleistung
id01291;2016-03;2019-10;Sozialhilfeleistung
id01291;2019-11;2021-08;Sozialhilfeleistung
id00643;2014-07;2018-02;Sozialhilfeleistung
id01273;2014-09;2016-02;Sozialhilfeleistung
id00748;2020-06;2021-03;Sozialhilfeleistung
id00748;2021-09;2021-12;Sozialhilfeleistung
id00748;2022-01;2022-06;Sozialhilfeleistung
id03275;2015-08;2017-10;Sozialhilfeleistung
id04170;2015-02;2017-08;Sozialhilfeleistung
