id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id01147;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;EU / EFTA;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id02881;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id02140;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;18-25;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id03827;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte;Verkaufskräfte
id03850;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;EU / EFTA;TRUE;56-65;;;;Berufslehre/-schule;Verkaufskräfte;Hilfskräfte in der Nahrungsmittelzubereitung
id02274;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;EU / EFTA;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id04235;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;46-55;Dauerinvalidität;;;obligatorische Schule;kein | keine;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id00174;Sozialhilfe;Flüchtling ab 5 J.;Sozialhilfeleistung;3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Asien;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02616;Sozialhilfe;Flüchtling ab 5 J.;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Asien;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id02781;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Asien;FALSE;36-45;Haushalt, familiäre Gründe;;;Berufslehre/-schule;Lehrkräfte;Berufe im Bereich personenbezogener Dienstleistungen
id02479;Sozialhilfe;Ausländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;Bürokräfte mit Kundenkontakt;Berufe im Bereich personenbezogener Dienstleistungen
id00247;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00256;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id04835;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;36-45;keine Chance auf dem Arbeitsmarkt;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id02958;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id01929;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;Betreuungsberufe;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04739;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;46-55;Arbeit auf Abruf;;;nicht feststellbar;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00826;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00638;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;26-35;vorübergehend arbeitsunfähig;;;Anlehre;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03732;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;56-65;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);;obligatorische Schule;;Hilfskräfte in der Nahrungsmittelzubereitung
id04572;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id02070;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;kein | keine
id02725;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;EU / EFTA;FALSE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Assistenzberufe im Gesundheitswesen
id00709;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id03387;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;EU / EFTA;FALSE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id04042;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01760;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Betreuungsberufe
id02914;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;46-55;vorübergehend arbeitsunfähig;;;nicht feststellbar;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id01643;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;EU / EFTA;FALSE;36-45;;;;obligatorische Schule;kein | keine;
id02324;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;EU / EFTA;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id04922;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02252;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02045;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Ingenieurtechnische und vergleichbare Fachkräfte;Ingenieurtechnische und vergleichbare Fachkräfte
id01682;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02485;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verwitwet;Restliches Europa;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Bürokräfte mit Kundenkontakt
id01377;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Restliches Europa;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id02339;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Universität/Hochschule/Fachhochschule;kein | keine;Verkaufskräfte
id04281;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03089;Sozialhilfe;Inländer/innen;Rückerstattung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;kein | keine;Spezialisten in der Informations- und Kommunikationstechnologie
id04879;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Anlehre;Allgemeine Büro- und Sekretariatskräfte;
id03060;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id04659;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Schutzkräfte und Sicherheitsbedienstete
id03172;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id00582;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;nicht feststellbar;kein | keine;kein | keine
id03026;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;Schweiz;FALSE;46-55;Arbeit auf Abruf;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id01730;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;Berufslehre/-schule;kein | keine;Juristische, soziale, kulturelle und verwandte Fachkräfte
id00766;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;Allgemeine Büro- und Sekretariatskräfte;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id04862;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id04717;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Hilfsarbeitskräfte, onA
id01655;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;36-45;Arbeit auf Abruf;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;Berufslehre/-schule;kein | keine;Verkaufskräfte
id04024;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;obligatorische Schule;kein | keine;kein | keine
id01446;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;Arbeitsintegrationsprogramm;;;Berufslehre/-schule;Bediener stationärer Anlagen und Maschinen;Hilfsarbeitskräfte, onA
id03516;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;höhere Fach- und Berufsausbildung;Ingenieurtechnische und vergleichbare Fachkräfte;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id03781;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id00313;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;keine Chance auf dem Arbeitsmarkt;;;obligatorische Schule;kein | keine;kein | keine
id02580;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02165;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;
id02198;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;26-35;Arbeitsintegrationsprogramm;Eine Teilzeitstelle (50-89%);Krankheit;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Hilfsarbeitskräfte, onA
id01777;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00014;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id01652;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Betreuungsberufe
id00204;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id04422;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;Arbeitsintegrationsprogramm;Eine Teilzeitstelle (bis 49%);Krankheit;Berufslehre/-schule;Bediener stationärer Anlagen und Maschinen;Bediener stationärer Anlagen und Maschinen
id00975;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Reinigungspersonal und Hilfskräfte
id00020;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02235;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;Angestellt, regelmässig;Mehrere Teilzeitstellen;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02531;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id03643;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id01253;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;36-45;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02913;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;36-45;Haushalt, familiäre Gründe;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Bürokräfte mit Kundenkontakt
id00389;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id04308;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);Krankheit;nicht feststellbar;kein | keine;Betreuungsberufe
id03214;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id02357;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);Haushalt, familiäre Gründe;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id03254;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Verkaufskräfte
id00418;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Schweiz;TRUE;36-45;;;;obligatorische Schule;kein | keine;
id00325;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;Anlehre;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id01920;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;Juristen, Sozialwissenschaftler und Kulturberufe;Juristen, Sozialwissenschaftler und Kulturberufe
id02552;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;obligatorische Schule;Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion;Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion
